index	name	height	weight	description	image
670	Floette	0' 08"	2.0	It raises flowers and uses them as weapons. The more gorgeous the blossom, the more power it contains.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/670.png
671	Florges	3' 07"	22.0	It controls the flowers it grows. The petal blizzards that Florges triggers are overwhelming in their beauty and power.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/671.png
672	Skiddo	2' 11"	68.3	Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/672.png
673	Gogoat	5' 07"	200.6	It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/673.png
674	Pancham	2' 00"	17.6	It chooses a Pangoro as its master and then imitates its master’s actions. This is how it learns to battle and hunt for prey.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/674.png
675	Pangoro	6' 11"	299.8	This Pokémon is quick to anger, and it has no problem using its prodigious strength to get its way. It lives for duels against Obstagoon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/675.png
676	Furfrou	3' 11"	61.7	There was an era when aristocrats would compete to see who could trim their Furfrou’s fur into the most exquisite style.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/676.png
677	Espurr	1' 00"	7.7	Though Espurr’s expression never changes, behind that blank stare is an intense struggle to contain its devastating psychic power.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/677.png
678	Meowstic	2' 00"	18.7	Revealing the eyelike patterns on the insides of its ears will unleash its psychic powers. It normally keeps the patterns hidden, however.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/678.png
679	Honedge	2' 07"	4.4	Honedge’s soul once belonged to a person who was killed a long time ago by the sword that makes up Honedge’s body.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/679.png
680	Doublade	2' 07"	9.9	Honedge evolves into twins. The two blades rub together to emit a metallic sound that unnerves opponents.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/680.png
681	Aegislash	5' 07"	116.8	In this defensive stance, Aegislash uses its steel body and a force field of spectral power to reduce the damage of any attack.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/681.png
682	Spritzee	0' 08"	1.1	A scent pouch within this Pokémon’s body allows it to create various scents. A change in its diet will alter the fragrance it produces.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/682.png
683	Aromatisse	2' 07"	34.2	The scent that constantly emits from its fur is so powerful that this Pokémon’s companions will eventually lose their sense of smell.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/683.png
684	Swirlix	1' 04"	7.7	It eats its own weight in sugar every day. If it doesn’t get enough sugar, it becomes incredibly grumpy.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/684.png
685	Slurpuff	2' 07"	11.0	By taking in a person’s scent, it can sniff out their mental and physical condition. It’s hoped that this skill will have many medical applications.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/685.png
686	Inkay	1' 04"	7.7	It spins while making its luminescent spots flash. These spots allow it to communicate with others by using different patterns of light.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/686.png
687	Malamar	4' 11"	103.6	Gazing at its luminescent spots will quickly induce a hypnotic state, putting the observer under Malamar’s control.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/687.png
688	Binacle	1' 08"	68.3	After two Binacle find a suitably sized rock, they adhere themselves to it and live together. They cooperate to gather food during high tide.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/688.png
689	Barbaracle	4' 03"	211.6	Seven Binacle come together to form one Barbaracle. The Binacle that serves as the head gives orders to those serving as the limbs.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/689.png
690	Skrelp	1' 08"	16.1	It drifts in the ocean, blending in with floating seaweed. When other Pokémon come to feast on the seaweed, Skrelp feasts on them instead.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/690.png
691	Dragalge	5' 11"	179.7	Dragalge uses a poisonous liquid capable of corroding metal to send tankers that enter its territory to the bottom of the sea.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/691.png
692	Clauncher	1' 08"	18.3	Clauncher’s claws can fall off during battle, but they’ll regenerate. The meat inside the claws is popular as a delicacy in Galar.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/692.png
693	Clawitzer	4' 03"	77.8	After using the feelers on its oversized claw to detect the location of prey, Clawitzer launches a cannonball of water at its target.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/693.png
694	Helioptile	1' 08"	13.2	When spread, the frills on its head act like solar panels, generating the power behind this Pokémon’s electric moves.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/694.png
695	Heliolisk	3' 03"	46.3	A now-vanished desert culture treasured these Pokémon. Appropriately, when Heliolisk came to the Galar region, treasure came with them.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/695.png
696	Tyrunt	2' 07"	57.3	This is an ancient Pokémon, revived in modern times. It has a violent disposition, and it’ll tear apart anything it gets between its hefty jaws.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/696.png
697	Tyrantrum	8' 02"	595.2	This Pokémon is from about 100,000,000 years ago. It has the presence of a king, vicious but magnificent.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/697.png
698	Amaura	4' 03"	55.6	This Pokémon was successfully restored from a fossil. In the past, it lived with others of its kind in cold lands where there were fewer predators.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/698.png
699	Aurorus	8' 10"	496.0	Aurorus was restored from a fossil. It’s said that when this Pokémon howls, auroras appear in the night sky.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/699.png
700	Sylveon	3' 03"	51.8	By releasing enmity-erasing waves from its ribbonlike feelers, Sylveon stops any conflict.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/700.png
701	Hawlucha	2' 07"	47.4	It drives its opponents to exhaustion with its agile maneuvers, then ends the fight with a flashy finishing move.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/701.png
702	Dedenne	0' 08"	4.9	A Dedenne’s whiskers pick up electrical waves other Dedenne send out. These Pokémon share locations of food or electricity with one another.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/702.png
703	Carbink	1' 00"	12.6	When beset by attackers, Carbink wipes them all out by firing high-energy beams from the gems embedded in its body.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/703.png
704	Goomy	1' 00"	6.2	Because most of its body is water, it will dry up if the weather becomes too arid. It’s considered the weakest dragon Pokémon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/704.png
705	Sliggoo	2' 07"	38.6	Although this Pokémon isn’t very strong, its body is coated in a caustic slime that can melt through anything, so predators steer clear of it.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/705.png
706	Goodra	6' 07"	331.8	Sometimes it misunderstands instructions and appears dazed or bewildered. Many Trainers don’t mind, finding this behavior to be adorable.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/706.png
707	Klefki	0' 08"	6.6	This Pokémon is constantly collecting keys. Entrust a Klefki with important keys, and the Pokémon will protect them no matter what.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/707.png
708	Phantump	1' 04"	15.4	After a lost child perished in the forest, their spirit possessed a tree stump, causing the spirit’s rebirth as this Pokémon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/708.png
709	Trevenant	4' 11"	156.5	People fear it due to a belief that it devours any who try to cut down trees in its forest, but to the Pokémon it shares its woods with, it’s kind.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/709.png
710	Pumpkaboo	1' 04"	11.0	Spirits that wander this world are placed into Pumpkaboo’s body. They’re then moved on to the afterlife.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/710.png
711	Gourgeist	2' 11"	27.6	Eerie cries emanate from its body in the dead of night. The sounds are said to be the wails of spirits who are suffering in the afterlife.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/711.png
712	Bergmite	3' 03"	219.4	They chill the air around them to −150 degrees Fahrenheit, freezing the water in the air into ice that they use as armor.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/712.png
713	Avalugg	6' 07"	1113.3	At high latitudes, this Pokémon can be found with clusters of Bergmite on its back as it swims among the icebergs.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/713.png
714	Noibat	1' 08"	17.6	After nightfall, they emerge from the caves they nest in during the day. Using their ultrasonic waves, they go on the hunt for ripened fruit.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/714.png
715	Noivern	4' 11"	187.4	Aggressive and cruel, this Pokémon will ruthlessly torment enemies that are helpless in the dark.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/715.png
716	Xerneas	9' 10"	474.0	Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/716.png
717	Yveltal	19' 00"	447.5	When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/717.png
718	Zygarde	16' 05"	672.4	This is Zygarde’s form when about half of its pieces have been assembled. It plays the role of monitoring the ecosystem.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/718.png
719	Diancie	2' 04"	19.4	A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/719.png
720	Hoopa	1' 08"	19.8	In its true form, it possesses a huge amount of power. Legends of its avarice tell how it once carried off an entire castle to gain the treasure hidden within.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/720.png
721	Volcanion	5' 07"	429.9	It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/721.png
722	Rowlet	1' 00"	3.3	It sends its feathers, which are as sharp as blades, flying in attack. Its legs are strong, so its kicks are also formidable.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/722.png
723	Dartrix	2' 04"	35.3	This narcissistic Pokémon is a clean freak. If you don’t groom it diligently, it will stop listening to you.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/723.png
724	Decidueye	5' 03"	80.7	It nocks its arrow quills and shoots them at opponents. When it simply can’t afford to miss, it tugs the vine on its head to improve its focus.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/724.png
725	Litten	1' 04"	9.5	If you try too hard to get close to it, it won’t open up to you. Even if you do grow close, giving it too much affection is still a no-no.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/725.png
726	Torracat	2' 04"	55.1	It can act spoiled if it grows close to its Trainer. A powerful Pokémon, its sharp claws can leave its Trainer’s whole body covered in scratches.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/726.png
727	Incineroar	5' 11"	183.0	Although it’s rough mannered and egotistical, it finds beating down unworthy opponents boring. It gets motivated for stronger opponents.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/727.png
728	Popplio	1' 04"	16.5	The balloons it inflates with its nose grow larger and larger as it practices day by day.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/728.png
729	Brionne	2' 00"	38.6	It gets excited when it sees a dance it doesn’t know. This hard worker practices diligently until it can learn that dance.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/729.png
730	Primarina	5' 11"	97.0	To Primarina, every battle is a stage. It takes down its prey with beautiful singing and dancing.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/730.png
731	Pikipek	1' 00"	2.6	It pecks at trees with its hard beak. You can get some idea of its mood or condition from the rhythm of its pecking.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/731.png
732	Trumbeak	2' 00"	32.6	It can bend the tip of its beak to produce over a hundred different cries at will.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/732.png
733	Toucannon	3' 07"	57.3	They smack beaks with others of their kind to communicate. The strength and number of hits tell each other how they feel.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/733.png
734	Yungoos	1' 04"	13.2	Its stomach takes up most of its long torso. It’s a big eater, so the amount Trainers have to spend on its food is no laughing matter.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/734.png
735	Gumshoos	2' 04"	31.3	Although it wasn’t originally found in Alola, this Pokémon was brought over a long time ago when there was a huge Rattata outbreak.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/735.png
736	Grubbin	1' 04"	9.7	Its natural enemies, like Rookidee, may flee rather than risk getting caught in its large mandibles that can snap thick tree branches.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/736.png
737	Charjabug	1' 08"	23.1	While its durable shell protects it from attacks, Charjabug strikes at enemies with jolts of electricity discharged from the tips of its jaws.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/737.png
738	Vikavolt	4' 11"	99.2	It builds up electricity in its abdomen, focuses it through its jaws, and then fires the electricity off in concentrated beams.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/738.png
739	Crabrawler	2' 00"	15.4	Its hard pincers are well suited to both offense and defense. Fights between two Crabrawler are like boxing matches.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/739.png
740	Crabominable	5' 07"	396.8	It stores coldness in its pincers and pummels its foes. It can even smash thick walls of ice to bits!                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/740.png
741	Oricorio	2' 00"	7.5	It wins the hearts of its enemies with its passionate dancing and then uses the opening it creates to burn them up with blazing flames.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/741.png
742	Cutiefly	0' 04"	0.4	Nectar and pollen are its favorite fare. You can find Cutiefly hovering around Gossifleur, trying to get some of Gossifleur’s pollen.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/742.png
743	Ribombee	0' 08"	1.1	It makes pollen puffs from pollen and nectar. The puffs’ effects depend on the type of ingredients and how much of each one is used.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/743.png
744	Rockruff	1' 08"	20.3	This Pokémon can bond very strongly with its Trainer, but it also has a habit of biting. Raising a Rockruff for a long time can be challenging.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/744.png
745	Lycanroc	2' 07"	55.1	This Lycanroc is calm and cautious. The rocks jutting from its mane are razor sharp.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/745.png
746	Wishiwashi	0' 08"	0.7	Individually, they’re incredibly weak. It’s by gathering up into schools that they’re able to confront opponents.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/746.png
747	Mareanie	1' 04"	17.6	The first symptom of its sting is numbness. The next is an itching sensation so intense that it’s impossible to resist the urge to claw at your skin.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/747.png
748	Toxapex	2' 04"	32.0	To survive in the cold waters of Galar, this Pokémon forms a dome with its legs, enclosing its body so it can capture its own body heat.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/748.png
749	Mudbray	3' 03"	242.5	Loads weighing up to 50 times as much as its own body weight pose no issue for this Pokémon. It’s skilled at making use of mud.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/749.png
750	Mudsdale	8' 02"	2028.3	Mud that hardens around a Mudsdale’s legs sets harder than stone. It’s so hard that it allows this Pokémon to scrap a truck with a single kick.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/750.png
751	Dewpider	1' 00"	8.8	It forms a water bubble at the rear of its body and then covers its head with it. Meeting another Dewpider means comparing water-bubble sizes.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/751.png
752	Araquanid	5' 11"	180.8	It launches water bubbles with its legs, drowning prey within the bubbles. This Pokémon can then take its time to savor its meal.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/752.png
753	Fomantis	1' 00"	3.3	When bathed in sunlight, this Pokémon emits a pleasantly sweet scent, which causes bug Pokémon to gather around it.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/753.png
754	Lurantis	2' 11"	40.8	This Pokémon resembles a beautiful flower. A properly raised Lurantis will have gorgeous, brilliant colors.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/754.png
755	Morelull	0' 08"	3.3	Pokémon living in the forest eat the delicious caps on Morelull’s head. The caps regrow overnight.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/755.png
756	Shiinotic	3' 03"	25.4	Its flickering spores lure in prey and put them to sleep. Once this Pokémon has its prey snoozing, it drains their vitality with its fingertips.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/756.png
757	Salandit	2' 00"	10.6	Its venom sacs produce a fluid that this Pokémon then heats up with the flame in its tail. This process creates Salandit’s poisonous gas.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/757.png
758	Salazzle	3' 11"	48.9	Only female Salazzle exist. They emit a gas laden with pheromones to captivate male Salandit.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/758.png
759	Stufful	1' 08"	15.0	Its fluffy fur is a delight to pet, but carelessly reaching out to touch this Pokémon could result in painful retaliation.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/759.png
760	Bewear	6' 11"	297.6	Once it accepts you as a friend, it tries to show its affection with a hug. Letting it do that is dangerous—it could easily shatter your bones.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/760.png
761	Bounsweet	1' 00"	7.1	Its body gives off a sweet, fruity scent that is extremely appetizing to bird Pokémon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/761.png
762	Steenee	2' 04"	18.1	As it twirls like a dancer, a sweet smell spreads out around it. Anyone who inhales the scent will feel a surge of happiness.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/762.png
763	Tsareena	3' 11"	47.2	This feared Pokémon has long, slender legs and a cruel heart. It shows no mercy as it stomps on its opponents.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/763.png
764	Comfey	0' 04"	0.7	Comfey picks flowers with its vine and decorates itself with them. For some reason, flowers won’t wither once they’re attached to a Comfey.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/764.png
765	Oranguru	4' 11"	167.6	With waves of its fan—made from leaves and its own fur—Oranguru skillfully gives instructions to other Pokémon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/765.png
766	Passimian	6' 07"	182.5	Displaying amazing teamwork, they follow the orders of their boss as they all help out in the search for their favorite berries.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/766.png
767	Wimpod	1' 08"	26.5	It’s nature’s cleaner—it eats anything and everything, including garbage and rotten things. The ground near its nest is always clean.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/767.png
768	Golisopod	6' 07"	238.1	It will do anything to win, taking advantage of every opening and finishing opponents off with the small claws on its front legs.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/768.png
769	Sandygast	1' 08"	154.3	Grudges of the dead have possessed a mound of sand and become a Pokémon. Sandygast is fond of the shovel on its head.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/769.png
770	Palossand	4' 03"	551.2	Palossand is known as the Beach Nightmare. It pulls its prey down into the sand by controlling the sand itself, and then it sucks out their souls.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/770.png
771	Pyukumuku	1' 00"	2.6	It lives in warm, shallow waters. If it encounters a foe, it will spit out its internal organs as a means to punch them.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/771.png
772	Type: Null	6' 03"	265.7	Rumor has it that the theft of top-secret research notes led to a new instance of this Pokémon being created in the Galar region.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/772.png
773	Silvally	7' 07"	221.6	A solid bond of trust between this Pokémon and its Trainer awakened the strength hidden within Silvally. It can change its type at will.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/773.png
774	Minior	1' 00"	88.2	It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/774.png
775	Komala	1' 04"	43.9	It stays asleep from the moment it’s born. When it falls into a deep sleep, it stops moving altogether.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/775.png
776	Turtonator	6' 07"	467.4	Explosive substances coat the shell on its back. Enemies that dare attack it will be blown away by an immense detonation.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/776.png
777	Togedemaru	1' 00"	7.3	With the long hairs on its back, this Pokémon takes in electricity from other electric Pokémon. It stores what it absorbs in an electric sac.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/777.png
778	Mimikyu	0' 08"	1.5	It wears a rag fashioned into a Pikachu costume in an effort to look less scary. Unfortunately, the costume only makes it creepier.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/778.png
779	Bruxish	2' 11"	41.9	It burrows beneath the sand, radiating psychic power from the protuberance on its head. It waits for prey as it surveys the area.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/779.png
780	Drampa	9' 10"	407.9	The mountains it calls home are nearly two miles in height. On rare occasions, it descends to play with the children living in the towns below.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/780.png
781	Dhelmise	12' 10"	463.0	After a piece of seaweed merged with debris from a sunken ship, it was reborn as this ghost Pokémon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/781.png
782	Jangmo-o	2' 00"	65.5	They learn to fight by smashing their head scales together. The dueling strengthens both their skills and their spirits.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/782.png
783	Hakamo-o	3' 11"	103.6	The scaleless, scarred parts of its body are signs of its strength. It shows them off to defeated opponents.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/783.png
784	Kommo-o	5' 03"	172.4	It clatters its tail scales to unnerve opponents. This Pokémon will battle only those who stand steadfast in the face of this display.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/784.png
785	Tapu Koko	5' 11"	45.2	Although it’s called a guardian deity, if a person or Pokémon puts it in a bad mood, it will become a malevolent deity and attack.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/785.png
786	Tapu Lele	3' 11"	41.0	It heals the wounds of people and Pokémon by sprinkling them with its sparkling scales. This guardian deity is worshiped on Akala.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/786.png
787	Tapu Bulu	6' 03"	100.3	Although it’s called a guardian deity, it’s violent enough to crush anyone it sees as an enemy.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/787.png
788	Tapu Fini	4' 03"	46.7	This guardian deity of Poni Island manipulates water. Because it lives deep within a thick fog, it came to be both feared and revered.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/788.png
789	Cosmog	0' 08"	0.2	Even though its helpless, gaseous body can be blown away by the slightest breeze, it doesn’t seem to care.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/789.png
790	Cosmoem	0' 04"	2204.4	The king who ruled Alola in times of antiquity called it the “cocoon of the stars” and built an altar to worship it.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/790.png
791	Solgaleo	11' 02"	507.1	Sometimes the result of its opening an Ultra Wormhole is that energy and life-forms from other worlds are called here to this world.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/791.png
792	Lunala	13' 01"	264.6	Records of it exist in writings from long, long ago, where it was known by the name “the beast that calls the moon.”                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/792.png
793	Nihilego	3' 11"	122.4	A life-form from another world, it was dubbed a UB and is thought to produce a strong neurotoxin.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/793.png
794	Buzzwole	7' 10"	735.5	Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/794.png
795	Pheromosa	5' 11"	55.1	A life-form that lives in another world, its body is thin and supple, but it also possesses great power.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/795.png
796	Xurkitree	12' 06"	220.5	Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/796.png
797	Celesteela	30' 02"	2204.4	One of the dangerous UBs, high energy readings can be detected coming from both of its huge arms.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/797.png
798	Kartana	1' 00"	0.2	This Ultra Beast’s body, which is as thin as paper, is like a sharpened sword.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/798.png
799	Guzzlord	18' 01"	1957.7	Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/799.png
800	Necrozma	7' 10"	507.1	It looks somehow pained as it rages around in search of light, which serves as its energy. It’s apparently from another world.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/800.png
801	Magearna	3' 03"	177.5	It synchronizes its consciousness with others to understand their feelings. This faculty makes it useful for taking care of people.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/801.png
802	Marshadow	2' 04"	48.9	It slips into the shadows of others and mimics their powers and movements. As it improves, it becomes stronger than those it’s imitating.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/802.png
803	Poipole	2' 00"	4.0	This Ultra Beast is well enough liked to be chosen as a first partner in its own world.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/803.png
804	Naganadel	11' 10"	330.7	It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/804.png
805	Stakataka	18' 01"	1807.8	It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/805.png
806	Blacephalon	5' 11"	28.7	It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/806.png
807	Zeraora	4' 11"	98.1	It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/807.png
808	Meltan	0' 08"	17.6	It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/808.png
809	Melmetal	8' 02"	1763.7	At the end of its life-span, Melmetal will rust and fall apart. The small shards left behind will eventually be reborn as Meltan.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/809.png
810	Grookey	1' 00"	11.0	When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/810.png
811	Thwackey	2' 04"	30.9	The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/811.png
812	Rillaboom	6' 11"	198.4	By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/812.png
813	Scorbunny	1' 00"	9.9	A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/813.png
814	Raboot	2' 00"	19.8	Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/814.png
815	Cinderace	4' 07"	72.8	It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/815.png
816	Sobble	1' 00"	8.8	When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/816.png
817	Drizzile	2' 04"	25.4	A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/817.png
